id,name
510,ИЗОЛЯЦИЯ
511,ИКОНА
512,ИКОНОСТАС
513,ИНВЕНТАРЬ
514,ИНГИБИТОРЫ
515,ИНГРИДИЕНТЫ
516,ИНДИКАТОРЫ
517,Инструмент
518,ИНСТРУМЕНТЫ
520,"ИСКУССТВЕННАЯ КОЖА"
521,"ИСКУССТВЕННАЯ ТРАВА"
522,"ИСКУСТВЕННЫЕ РАСТЕНИЯ"
523,"ИСКУССТВЕННЫЕ ЦВЕТЫ"
525,КАБЕЛЬ
526,КАБЕЛЬ-КАНАЛЫ
527,"КАБЕЛЬНАЯ ПРОДУКЦИЯ"
528,КАБИНА
530,КАКАО-ПОРОШОК
531,КАЛИБР
533,КАЛОРИФЕРЫ
535,КАЛЬКА
536,КАМЕНЬ
537,КАМЕРЫ
538,КАМИН
539,КАМИНЫ
540,КАНАТЫ
541,КАНИПОЛЬ
542,КАНИСТРА
543,КАНИСТРЫ
544,КАНЦ.ТОВАРЫ
545,КАНЦЕЛЯРИЯ
546,КАПКАН
547,КАРДАН
548,"КАРДАНЫЙ ВАЛ"
549,КАРКАС
550,"Карманы для папок"
551,КАРНИЗЫ
552,КАРТИНЫ
553,КАРТОН
554,КАРТРИДЖИ
555,"КАРТЫ ПЛАСТИКОВЫЕ"
556,КАСКИ
557,кассеты
558,"КАССОВЫЕ АППАРАТЫ"
559,КАТАЛОГИ
560,КАТЕР
561,КАТУШКА
562,КАУЧУК
563,КАФЕЛЬ
564,КВАДРОЦИКЛ
565,КЕГИ
567,КЕРАМИКА
568,"КЕРАМИЧЕСКАЯ ПЛИТКА"
569,КЕРАМОГРАНИТ
570,КЕРОСИН
571,КЕРХЕР
572,"КИНО:Угадай кто?"
573,КИНОФИЛЬМ
574,КИПЯТИЛЬНИКИ
575,Киров
576,КИРПИЧ
577,КИСТОЧКИ
578,ККМ
579,КЛАПАН
580,КЛЕЕНКА
581,КЛЕЙ
582,"Клей карандаш"
583,КЛЕТКИ
584,"КЛЮЧ ЦЕПНОЙ"
585,КЛЮЧИ
586,КЛЮШКИ
587,КНИГИ
588,КНОПКИ
589,КОВЕЛОС
590,КОВРИКИ
591,"КОВРОВОЕ ПОКРЫТИЕ"
592,КОВРОЛИН
593,КОВРЫ
594,КОВШ
595,"КОЖ ГАЛАНТЕРЕЯ"
596,"Кож изделия"
597,КОЖА
599,КОЖГАЛАНТЕРЕЯ
600,Кожзам
601,КОЗЫРЕК
602,КОЛБЫ
603,КОЛГОТКИ
604,КОЛЕСА
605,КОЛЕСО
607,КОЛОДКИ
608,"КОЛОДКИ ОБУВНЫЕ"
609,КОЛОНКА
610,КОЛПАЧКИ
611,"КОЛЬЦО КУПОННОЕ"
612,КОЛЯСКА
614,КОМПЕНСАТОРЫ
615,"Комплект оснастки унифиц. для упак.табл. в блистер"
616,"КОМПЛЕКТУЮЩ.НАДУВНЫХ ЛОДОК ПВХ"
617,КОМПЛЕКТУЮЩИЕ
618,КОМПРЕССОР
619,КОМПЬЮТЕР
620,"Компьютерная аксессуарика"
621,"КОМПЬЮТЕРНАЯ ТЕХНИКА"
622,КОНВЕКТОР
623,Конверт
624,КОНВЕРТЫ
625,"КОНДИТЕРСКИЕ ИЗДЕЛИЯ"
626,"КОНДИТЕРСКИЙ НОЖ"
627,КОНДИЦИОНЕР
628,КОНСЕРВАНТ
629,КОНСЕРВАЦИЯ
630,КОНСЕРВЫ
631,Консоль
632,КОНСТРУКЦИИ
633,Контейнер
634,"Контейнер 3-х.тонн до ст.Ачинск"
635,"Контейнер до Чениковска"
636,КОНТЕЙНЕРЫ
637,КОНФЕКЦИОН
638,КОНФЕТЫ
639,КОНФИТЮР
640,Концентрат
641,КОНЬКИ
642,"КОРДАННЫЙ ВАЛ"
643,КОРЗИНЫ
644,"КОРМА ДЛЯ ЖИВОТНЫХ"
645,КОРМУШКИ
646,КОРОБА
647,КОРОБКИ
648,КОРПУС
649,КОСМЕТИКА
651,"КОСМЕТИЧЕСКОЕ СЫРЬЕ"
652,КОСМЕТИЧКИ
653,Кострома
654,Котел
655,КОТЛЫ
656,КОФЕ
657,"КОФЕ, ОРЕХИ"
658,"КОФЕЙНЫЕ АППАРАТЫ"
659,"КОФЕЙНЫЕ НАПИТКИ"
660,КОФЕМАШИНЫ
661,КРАГИ
662,"КРАНОВЫЕ ВЕСЫ"
663,КРАНШТЕЙН
664,КРАНЫ
665,КРАСИТЕЛЬ
666,"КРАСИТЕЛЬ ДЛЯ ПЛАСТМАСС"
667,КРАСКА
668,"КРАСКА ДЛЯ ТКАНЕЙ"
669,"КРАСКА ПОРОШКОВАЯ"
670,"КРАСКА ХУДОЖЕСТВЕННАЯ"
671,КРАСКОПУЛЬТ
673,КРАХМАЛ
674,"КРЕМ ДЛЯ ОБУВИ"
675,КРЕПЕЖ
676,КРЕПЛЕНИЕ
677,КРЕСЛА
678,КРЕСЛО
679,"КРЕСЛО МАССАЖНОЕ"
680,"Кресло оператора"
681,КРЕСТ
682,"КРЕСТИКИ ДЛЯ КАФЕЛЯ"
683,КРОВАТЬ
684,КРОМКА
685,КРОНА
686,КРОНЕН-ПРОБКА
687,КРОНШТЕЙН
688,КРУГ
689,КРЫШКА
690,"КРЫШКА МЕТАЛЛИЧЕСКАЯ"
691,КРЫШКИ
692,"Крышки не плотно закручены (ПРОТЕКАЮТ)"
693,КРЮКИ
695,КУБКИ
696,КУВШИН
697,КУЗОВ
698,КУЛЛЕРЫ
699,"КУПОЛ СТЕКЛЯН."
702,"КУХОННАЯ ТЕХНИКА"
703,КУШЕТКА
705,"ЛАБОРАТОРНОЕ ОБОРУДОВАНИЕ"
706,"ЛАБОРАТОРНЫЕ ПРИБОРЫ"
707,ЛАК
708,"ЛАК ДЛЯ ПОЛА"
709,"ЛАКОКРАСОЧНЫЕ МАТЕРИАЛЫ"
710,"ЛАКТАТ НАТРИЯ"
711,ЛАМИНАТ
712,ЛАМПЫ
713,"ЛАМПЫ ЭНЕРГОСБЕРЕГАЮЩИЕ"
714,ЛАРЬ
715,ЛЕБЕДКА
716,ЛЕКАЛО
717,Лен.обл.
718,ЛЕНТА
719,Лепнина
720,ЛЕСКА
721,ЛЕСТНИЦА
722,"ЛЕСТНИЧНАЯ ТЕХНИКА"
723,ЛИНЗЫ
724,Линолеум
725,"ЛИНОЛЕУМ и КЛЕЙ"
727,ЛИСТ
728,"Листки кл."
729,"Листовой алюминий"
730,"ЛИСТОВЫЕ МАТЕРИАЛЫ"
731,ЛИТЕРАТУРА
732,"ЛИЧНЫЕ ВЕЩИ"
733,ЛКМ
734,ЛОДКА
735,Лодки
736,"ЛОДОЧНЫЕ МОТОРЫ"
737,ЛОПАТЫ
738,лотки
739,ЛУК
740,ЛЫЖИ
741,ЛЮК
742,ЛЮКИ
743,ЛЮСТРЫ
744,ЛЮСТЫ
745,МАГНИТ
746,МАДИФИКАТОР
748,МАКЕТЫ
749,МАКУЛАТУРА
750,МАНГАЛ
751,МАНЕКЕН
752,МАНЕКЕНЫ
753,МАНЖЕТЫ
755,МАРКИ
756,МАРКИЗЫ
757,"Маркировка груза"
758,МАРЛЯ
759,МАРМЕЛАД
760,МАСКИ
761,МАСЛО
762,"Масло моторное"
763,МАСЛОСТАНЦИЯ
764,МАССАЖЕР
765,МАСТИКИ
766,МАТЕРИАЛЫ
767,МАТРАСЫ
768,МАТРАЦ
769,МАТРИЦА
770,МАТЫ
772,"МАШИНА СПЕЦИАЛИЗИРОВАННАЯ"
773,МЕБЕЛЬ
774,"МЕБЕЛЬНАЯ ФУРНИТУРА"
775,"МЕБЕЛЬНЫЕ ФАСАДЫ"
776,МЕД
777,"МЕД ОБОРУДОВАНИЕ"
778,"МЕД ТОВАР"
779,"МЕД. ОБОРУДОВАНИЕ"
780,"МЕД. СЫРЬЕ"
781,МЕД.ИЗДЕЛИЯ
782,МЕДАЛИ
783,МЕДИКАМЕНТЫ
784,"МЕДИЦИНСКИЕ АППАРАТЫ"
785,"МЕДНАЯ ШИНА"
786,МЕДЬ
788,МЕЛКИ
789,"МЕТАЛ. ИЗДЕЛИЯ"
790,"Метал. мебель"
791,МЕТАЛЛ
792,"МЕТАЛЛИЧЕСКИЕ ИЗДЕЛИЯ"
793,"МЕТАЛЛИЧЕСКИЕ ПРУТКИ"
794,МЕТАЛЛОДЕТЕКТОРЫ
795,МЕТАЛЛОКОНСТРУКЦИИ
796,МЕТАЛЛОПРОКАТ
797,МЕТАЛЛОФУРНИТУРА
798,МЕТИЗЫ
799,МЕХ
800,МЕХ.ИЗДЕЛИЯ
801,МЕХАНИЗМЫ
802,МЕШКИ
803,МИКРОСКОП
804,МИКРОФОН
805,МИКСЕР
806,МИН.ВАТА
807,МИН.ВОДА
808,"МОБИЛЬНЫЙ КОНСТРУКТОР"
809,МОДИФИКАТОР
810,МОДУЛИ
811,МОЗАИКА
812,МОЙКИ
813,МОЛНИЯ
814,МОНИТОР
815,"МОНТАЖНАЯ ПЕНА, ГЕРМЕТИКИ"
816,"МОРСКОЕ ОБОРУД."
817,"МОРСКОЕ СНАРЯЖЕНИЕ"
820,"Москва, Тула, Тверь"
821,МОТОБЛОК
822,МОТОБУКСИРОВЩИК
823,мотопомпа
824,МОТОР
825,МОТОР-БАРАБАН
826,"МОТОР, ЛОДКА"
827,"Моторное масло Mobil SUPER 1000"
828,"МОТОРНЫЕ МАСЛА"
829,МОТОРЫ
830,"МОТОРЫ, ЭКИПИРОВКА"
831,МОТОСАМОКАТ
832,МОТОТЕХНИКА
833,МОТОЦИКЛ
834,МОЧАЛКИ
835,"МОЮЩИЕ СРЕДСТВА"
836,МРАМОР
837,"МУЗ. ИНСТРУМЕНТ"
838,"МУЗЫКАЛЬНОЕ ОБОРУДОВАНИЕ"
839,МУКА
840,"МУКА КУКУРУЗНАЯ"
841,МУЛЬТИМЕДИА
842,МУЛЯЖ
844,МУФТЫ
845,МЫЛО
846,"НАБОРЫ ПАССАЖИРСКИЕ"
847,"НАБОРЫ ЧАЙ ТЕСС"
848,"НАВИГАЦИОННОЕ ОБОРУДОВАНИЕ"
849,"НАГРАДНАЯ ПРОДУКЦИЯ"
850,НАДПИСИ
851,НАКЛЕЙКИ
852,Нальчик
853,наматрасники
854,НАПИТКИ
855,НАПОЛНИТЕЛЬ
856,"НАПОЛЬНЫЕ ПОКРЫТИЯ"
857,НАСОС
858,НАСОСЫ
859,"НАСОСЫ И КОНСЕРВАНТ"
860,"НАСТИЛ СВАРНОЙ"
861,НАСТИЛЫ
862,"НАТУРАЛЬНАЯ ЧЕРЕВА"
863,НЕГАБАРИТ
865,НИТКИ
866,НИТЬ
867,"НОВОГОДНИЕ ИГРУШКИ"
868,"НОВОГОДНИЕ ТОВАРЫ"
870,НОЖИ
871,НОЖНИЦЫ
872,НОСИЛКИ
873,НОСКИ
874,НОУТБУК
875,ОБВЯЗКА
876,ОБЛОЖКИ
877,ОБОГРЕВАТЕЛИ
878,"ОБОД ТОРМОЗНОЙ"
879,ОБОЖУРЫ
880,ОБОИ
881,ОБОЛОЧКА
882,"ОБОРУД., ПРОФИЛЬ"
883,ОБОРУДОВАНИЕ
884,"оборудование автосервис"
885,"ОБОРУДОВАНИЕ ДЛЯ АКВАРИУМА"
886,"ОБОРУДОВАНИЕ ДЛЯ ОПОР ОСВЕЩЕНИЯ"
887,ОБРАЗЦЫ
893,"ОБУВНАЯ КОСМЕТИКА"
894,"ОБУВНЫЕ АКСЕССУАРЫ"
895,ОБУВЬ
896,ОБШИВ
897,"обшивка груза 1,5 м3"
898,"ОГНЕЗАЩИТНАЯ ЭМАЛЬ"
899,ОГНЕТУШИТЕЛЬ
900,ОДЕЖДА
901,"ОДЕЖДА, ОБОРУД."
902,ОДЕЯЛА
903,"ОДНОРАЗОВАЯ ПОСУДА"
904,"ОКАНТАВКА МЕТ.ЛЕНТОЙ"
905,ОКНА
907,ОПОВЕЩЕНИЕ
908,ОПОРА
909,ОПРЫСКИВАТЕЛЬ
910,ОПС
911,ОПТИКА
912,ОПУШКИ
940,ОРГИЗДЕЛИЯ
941,ОРГСТЕКЛО
942,ОРГТЕХНИКА
945,ОРЕХИ
946,"ОРТОПЕДИЧЕСКИЕ ТОВАРЫ"
947,ОСВЕЖИТЕЛИ
948,ОТВЕРДИТЕЛЬ
951,ОТВОДЫ
952,"ОТДЕЛОЧНЫЕ МАТЕРИАЛЫ"
953,ОТДУШКА
954,"ОТКАЗ ОТ ЖЕСТКОЙ УПАКОВКИ"
956,"ОТЛИВКИ ЧУГУННЫЕ"
957,ОТСЕВ
958,"ОФИСНОЕ ИМУЩЕСТВО"
962,"ОХОТ. ТОВАРЫ"
963,ОЧКИ
964,"ОШИБОЧНЫЙ ГРУЗ"
965,ПАВИЛЬОНЫ
966,ПАКЕТЫ
967,"ПАКЕТЫ ПОЛИЭТИЛЕНОВЫЕ"
968,"ПАЛАТКА СКАНДИЯ"
969,ПАЛАТКИ
970,ПАЛЕТИРОВАНИЕ
971,Паллетирование
975,ПАЛЛЕТЫ
977,ПАЛЬТО
978,ПАМПЕРСЫ
979,ПАМЯТНИК
980,ПАНЕЛИ
981,ПАННО
982,"Папка конверт с кнопкой"
983,"Папка с арочным механизмом"
984,"Папка скоросшиватель"
985,"Папка файл-вкладыш"
986,Папка-портфель
987,ПАПКИ
988,ПАРАЛОН
989,"ПАРИКМАХЕРСКИЕ ПРИНАДЛЕЖНОСТИ"
990,ПАРКЕТ
991,"ПАРКЕТНАЯ ДОСКА"
992,ПАРОГЕНЕРАТОР
993,ПАРОНИТ
994,"ПАРОНИТ ПОНБ 2.0 мм"
995,ПАРУСА
996,ПАРФЮМЕРИЯ
997,"ПАССАЖИРСКИЕ НАБОРЫ"
998,ПАСТА
999,ПВХ
1000,ПЕНА
1001,"ПЕНА МОНТАЖНАЯ"
1002,ПЕНАЛ
1003,Пенза
1004,ПЕНОПЛАСТ
1005,ПЕРГАМЕНТ
1006,"ПЕРЕВОЗКА ГРУЗА"
1009,"ПЕРЕКИСЬ ВОДОРОДА"
1010,ПЕРЕМЫЧКИ
1011,"ПЕРЕСЧЕТ ВНУТРЕННИХ ВЛОЖЕНИЙ"
1012,ПЕРЕЦ
1014,ПЕРЧАТКИ
1015,ПЕСОК
1016,"ПЕСОК ДЛЯ СТРОИТЕЛЬНЫХ РАБОТ"
1017,"ПЕСОК КАРЬЕРНЫЙ"
1018,"ПЕСОК НАМЫВНОЙ"
1019,ПЕСОЧНИЦА
1020,ПЕТЛИ
1023,ПЕЧАТИ
1024,"ПЕЧАТНАЯ ПРОДУКЦИЯ"
1025,"ПЕЧАТНОЕ ОБОРУДОВАНИЕ"
1026,ПЕЧКА
1027,"ПЕЧНОЕ ОБОРУДОВАНИЕ"
1028,ПЕЧЬ
1029,ПИАНИНО
1030,ПИВО
1031,ПИГМЕНТ
1032,ПИЛОМАТЕРИАЛЫ
1033,ПИЛЫ
1034,ПИРОТЕХНИКА
1035,ПИСЬМО
1036,"ПИЩЕВЫЕ ДОБАВКИ"
1037,ПЛАКАТЫ
1038,ПЛАНКА
1039,ПЛАС.ИЗДЕЛИЯ
1040,ПЛАСТИК
1041,ПЛАСТИК.КАРТЫ
1042,"пластиковая емкость"
1043,"ПЛАСТИКОВАЯ ТАРА"
1045,"ПЛАСТИКОВЫЕ ДЕТАЛИ"
1046,"ПЛАСТИКОВЫЕ ИЗДЕЛИЯ"
1047,ПЛАСТИЛИН
1048,ПЛАСТИНЫ
1049,"ПЛАСТМАСОВЫЕ ИЗДЕЛИЯ"
1050,ПЛАСТМАССА
1051,"Платный въезд г.Москва"
1053,ПЛАТЫ
1054,ПЛАФОНЫ
1055,ПЛЕДЫ
1056,ПЛЕНКА
1057,ПЛИНТУС
1058,ПЛИТА
1059,"ПЛИТА ФАСАДНАЯ"
1060,ПЛИТКА
1061,"ПЛИТКА КЕРАМИЧЕСКАЯ"
1062,ПЛИТЫ
1063,ПЛОМБЫ
1064,"ПЛОТ НАДУВНОЙ СПАСАТЕЛЬНЫЙ"
1065,ПНЕВМОЦИЛИНДР
1072,ПОГОНАЖ
1073,Погрузка
1112,ПОГРУЗЧИК
1113,ПОДАРКИ
1114,ПОДАРОК
1115,"ПОДАРОЧНЫЕ НАБОРЫ"
1116,"ПОДАЧА МАНИПУЛЯТОРА"
1117,"ПОДВЕСНЫЕ ПОТОЛКИ"
1118,ПОДВЕСЫ
1119,ПОДЛОЖКА
1120,ПОДОШВА
1121,ПОДТЯЖКИ
1122,"ПОДУШКА БЕЗОПАСНОСТИ"
1123,Подушки
1124,ПОДШИПНИКИ
1125,ПОДЪЕМНИКИ
1126,"ПОЖ,ОБОРУДОВАНИЕ"
1127,ПОЖ.РЕМНИ
1128,"ПОЖАРНАЯ ФОРМА"
1129,"ПОЖАРНОЕ ОБОРУДОВАНИЕ"
1130,"ПОЖАРНОЕ СНАРЯЖ."
1131,ПОКРЫВАВЛО
1132,ПОКРЫТИЕ
1133,ПОКРЫШКИ
1134,"ПОЛИГРАФИЧЕСКАЯ ПРОДУКЦИЯ"
1135,ПОЛИГРАФИЯ
1136,Полимер
1137,"ПОЛИМЕРНЫЕ МАТЕРИАЛЫ"
1138,"ПОЛИПРОПИЛЕН ВТОРИЧНЫЙ"
1139,ПОЛИСТИРОЛ
1140,"полиуретановый материал"
1141,ПОЛИЭТИЛЕН
1142,"ПОЛИЭТИЛЕНОВЫЕ РУКОВА"
1143,Полка
1144,ПОЛОТЕНЦА
1145,ПОЛОТНО
1146,"Полотно геотекстильное"
1147,"Полотно крыши"
1148,ПОЛУФАБРИКАТЫ
1149,ПОМПА
1150,ПОРОГ
1151,ПОРОЛОН
1152,"ПОРОШКОВАЯ КРАСКА"
1153,ПОРОШОК
1154,"ПОРУЧЕНЬ ПВХ"
1155,ПОРУЧНИ
1156,ПОСТЕРЫ
1157,ПОСУДА
1158,ПОТОЛКИ
1159,ПОТОЛОК
1160,"ПОЧТОВЫЕ ЯЩИКИ"
1161,Праймеры
1162,"ПРЕДМЕТЫ ДЕКОРА"
1169,ПРЕМИКСЫ
1171,ПРЕСС
1172,"ПРЕСС ФОРМЫ"
1177,ПРИБОРЫ
1178,ПРИВОД
1179,ПРИНТЕР
1180,Припой
